ID1;HHID;HV000;HV001;HV002;HV002A;HV003;HV004;HV007;HV008;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV017;HV020;HV021;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV033;HV035;HV040;HV041;HV042;HV043;HV044;UBIGEO;HV005;HV022;NCONGLOME;CODCCPP;NOMCCPP;LONGITUDX;LATITUDY
2022;      000811301;PE6;8;113;1;2;8;2022;1469;2;0;0;2;1;0;1;1;0;8;1;1;1;2;0; ;0; ;0; ;0;189;0;1;0;1;010401;722136;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000811401;PE6;8;114;1;2;8;2022;1469;6;0;0;6;5;0;1;1;0;8;1;1;1;2;0; ;0; ;0; ;0;189;0;1;0;1;010401;722136;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000811901;PE6;8;119;1;0;8;2022;1469;0;0;0;0;0;0;3;5;0;8;1;1;1;2;0; ;0; ;0; ;0;189;0;1;0;1;010401;0;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000813201;PE6;8;132;1;1;8;2022;1469;5;1;0;5;5;1;1;1;0;8;1;1;1;2;0; ;0; ;0; ;1;189;1;1;0;1;010401;112421;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000815001;PE6;8;150;1;2;8;2022;1469;4;1;0;4;4;1;1;1;0;8;1;1;1;2;0; ;0; ;0; ;1;189;1;1;0;1;010401;112421;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000815401;PE6;8;154;1;0;8;2022;1469;0;0;0;0;0;0;6;2;0;8;1;1;1;2;0; ;0; ;0; ;0;189;0;1;0;1;010401;0;9;06488;0001;SANTA MARIA DE NIEVA;-77,873295359;-4,592609503
2022;      000900601;PE6;9;6;1;2;9;2022;1466;3;1;0;3;2;0;1;1;0;9;1;1;1;2;0; ;0; ;0; ;0;360;1;1;0;1;010202;766320;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000902001;PE6;9;20;1;0;9;2022;1466;0;0;0;0;0;0;6;3;0;9;1;1;1;2;0; ;0; ;0; ;0;360;0;1;0;1;010202;0;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000903401;PE6;9;34;1;0;9;2022;1466;0;0;0;0;0;0;6;4;0;9;1;1;1;2;0; ;0; ;0; ;0;360;0;1;0;1;010202;0;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000904401;PE6;9;44;1;0;9;2022;1466;0;0;0;0;0;0;6;4;0;9;1;1;1;2;0; ;0; ;0; ;0;360;0;1;0;1;010202;0;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000904701;PE6;9;47;1;3;9;2022;1466;4;1;0;4;4;1;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;1;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000907101;PE6;9;71;1;2;9;2022;1466;8;1;0;7;8;1;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;1;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000909301;PE6;9;93;1;2;9;2022;1466;3;1;0;3;3;1;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;1;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000910301;PE6;9;103;1;1;9;2022;1466;6;1;0;6;6;1;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;3;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000911101;PE6;9;111;1;2;9;2022;1466;5;1;0;5;5;2;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;1;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      000912201;PE6;9;122;1;2;9;2022;1466;4;1;0;4;4;2;1;1;0;9;1;1;1;2;0; ;0; ;0; ;1;360;1;1;0;1;010202;119300;9;06556;0033;EL MUYO (C.P.L.);-78,452030898;-5,421676005
2022;      001000901;PE6;10;9;1;1;10;2022;1467;3;1;0;3;3;1;1;1;0;10;1;1;1;2;0; ;0; ;0; ;1;693;1;1;0;1;010203;131236;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001003401;PE6;10;34;1;2;10;2022;1467;5;1;0;5;4;1;1;1;0;10;1;1;1;2;0; ;0; ;0; ;1;693;2;1;0;1;010203;131236;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001004601;PE6;10;46;1;1;10;2022;1467;1;0;0;1;1;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;0;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001005201;PE6;10;52;1;1;10;2022;1467;5;2;0;5;5;1;1;1;0;10;1;1;1;2;0; ;0; ;0; ;1;693;2;1;0;1;010203;131236;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001005901;PE6;10;59;1;1;10;2022;1467;1;0;0;1;1;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;0;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001006301;PE6;10;63;1;3;10;2022;1467;3;1;0;3;2;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;1;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001006601;PE6;10;66;1;2;10;2022;1467;4;1;0;4;4;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;1;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001007001;PE6;10;70;1;1;10;2022;1467;2;1;0;2;2;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;1;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001007901;PE6;10;79;1;1;10;2022;1467;2;0;0;2;2;0;1;1;0;10;1;1;1;2;0; ;0; ;0; ;0;693;0;1;0;1;010203;842992;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001009301;PE6;10;93;1;1;10;2022;1467;2;0;0;2;0;1;1;1;0;10;1;1;1;2;0; ;0; ;0; ;1;693;1;1;0;1;010203;131236;8;0658302;0001;COPALLIN;-78,422535165;-5,675927228
2022;      001100901;PE6;11;9;1;0;11;2022;1469;0;0;0;0;0;0;6;3;0;11;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;0;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001104001;PE6;11;40;1;2;11;2022;1468;3;1;0;3;3;0;1;1;0;11;1;1;1;2;0; ;0; ;0; ;0;408;1;1;0;1;010201;764776;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001105301;PE6;11;53;1;3;11;2022;1468;4;0;0;4;2;1;1;1;0;11;1;1;1;2;0; ;0; ;0; ;1;408;1;1;0;1;010201;119059;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001105701;PE6;11;57;1;0;11;2022;1469;0;0;0;0;0;0;9;4;0;11;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;0;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001106401;PE6;11;64;1;1;11;2022;1468;7;3;0;7;7;1;1;1;0;11;1;1;1;2;0; ;0; ;0; ;1;408;3;1;0;1;010201;119059;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001108201;PE6;11;82;1;2;11;2022;1468;3;1;0;3;2;0;1;1;0;11;1;1;1;2;0; ;0; ;0; ;0;408;1;1;0;1;010201;764776;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001108401;PE6;11;84;1;2;11;2022;1468;4;1;0;4;4;1;1;1;0;11;1;1;1;2;0; ;0; ;0; ;1;408;2;1;0;1;010201;119059;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001109801;PE6;11;98;1;2;11;2022;1468;3;0;0;3;3;0;1;1;0;11;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;764776;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001110201;PE6;11;102;1;1;11;2022;1468;3;0;0;3;2;1;1;1;0;11;1;1;1;2;0; ;0; ;0; ;1;408;1;1;0;1;010201;119059;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001110401;PE6;11;104;1;1;11;2022;1469;1;0;0;1;1;0;1;1;0;11;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;764776;8;06593;0001;BAGUA;-78,538203485;-5,633276134
2022;      001200801;PE6;12;8;1;2;12;2022;1468;3;0;0;3;2;0;1;1;0;12;1;1;1;2;0; ;0; ;0; ;0;408;1;1;0;1;010201;786212;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001202701;PE6;12;27;1;1;12;2022;1468;3;1;0;3;2;1;1;1;0;12;1;1;1;2;0; ;0; ;0; ;1;408;1;1;0;1;010201;122396;6;06630;0001;BAGUA;-78,525292969;-5,641965146
