ID1,HHID,HV000,HV001,HV002,HV002A,HV003,HV004,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV017,HV020,HV021,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,UBIGEO,HV022,CODCCPP,NOMCCPP,NCONGLOME,HV005,longitudx,latitudy
2021,      000911601,PE6,9,116,1,1,9,2021,1454,3,0,0,3,3,0,1,1,0,9,1,1,1,2,0, ,0, ,0, ,0,360,0,1,0,1,010202,9,0033,EL MUYO (C.P.L.),06556,725264,-78.452030898,-5.421676005
2021,      001000501,PE6,10,5,1,1,10,2021,1455,1,0,0,1,1,0,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,0,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001001201,PE6,10,12,1,1,10,2021,1455,4,1,0,4,4,0,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001003101,PE6,10,31,1,1,10,2021,1455,3,2,0,3,3,0,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,2,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001003401,PE6,10,34,1,1,10,2021,1455,4,1,0,4,4,1,1,1,0,10,1,1,1,2,0, ,0, ,0, ,1,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,125531,-78.422535165,-5.675927228
2021,      001004301,PE6,10,43,1,2,10,2021,1455,7,2,0,7,7,1,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,3,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001006001,PE6,10,60,1,1,10,2021,1455,4,1,0,4,4,1,1,1,0,10,1,1,1,2,0, ,0, ,0, ,1,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,125531,-78.422535165,-5.675927228
2021,      001007301,PE6,10,73,1,1,10,2021,1455,4,1,0,4,3,1,1,1,0,10,1,1,1,2,0, ,0, ,0, ,1,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,125531,-78.422535165,-5.675927228
2021,      001008201,PE6,10,82,1,1,10,2021,1455,1,1,0,1,1,0,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001008501,PE6,10,85,1,1,10,2021,1455,3,1,0,3,3,1,1,1,0,10,1,1,1,2,0, ,0, ,0, ,1,693,1,1,0,1,010203,8,0001,COPALLIN,0658302,125531,-78.422535165,-5.675927228
2021,      001008601,PE6,10,86,1,1,10,2021,1455,3,0,0,3,3,0,1,1,0,10,1,1,1,2,0, ,0, ,0, ,0,693,0,1,0,1,010203,8,0001,COPALLIN,0658302,764759,-78.422535165,-5.675927228
2021,      001100301,PE6,11,3,1,2,11,2021,1457,4,1,0,4,4,1,1,1,0,11,1,1,1,2,0, ,0, ,0, ,1,408,1,1,0,1,010201,8,0001,BAGUA,06593,123922,-78.538203485,-5.633276134
2021,      001101001,PE6,11,10,1,2,11,2021,1457,3,1,0,3,3,0,1,1,0,11,1,1,1,2,0, ,0, ,0, ,0,408,2,1,0,1,010201,8,0001,BAGUA,06593,754954,-78.538203485,-5.633276134
2021,      001102301,PE6,11,23,1,2,11,2021,1457,6,2,0,6,6,1,1,1,0,11,1,1,1,2,0, ,0, ,0, ,1,408,3,1,0,1,010201,8,0001,BAGUA,06593,123922,-78.538203485,-5.633276134
2021,      001102901,PE6,11,29,1,2,11,2021,1457,4,0,0,2,3,0,1,1,0,11,1,1,1,2,0, ,0, ,0, ,0,408,0,1,0,1,010201,8,0001,BAGUA,06593,754954,-78.538203485,-5.633276134
2021,      001104301,PE6,11,43,1,2,11,2021,1457,4,1,0,4,4,2,1,1,0,11,1,1,1,2,0, ,0, ,0, ,2,408,1,1,0,1,010201,8,0001,BAGUA,06593,123922,-78.538203485,-5.633276134
2021,      001105801,PE6,11,58,1,1,11,2021,1457,7,1,0,7,7,3,1,1,0,11,1,1,1,2,0, ,0, ,0, ,2,408,1,1,0,1,010201,8,0001,BAGUA,06593,123922,-78.538203485,-5.633276134
2021,      001106501,PE6,11,65,1,2,11,2021,1457,2,0,0,2,1,0,1,1,0,11,1,1,1,2,0, ,0, ,0, ,0,408,0,1,0,1,010201,8,0001,BAGUA,06593,754954,-78.538203485,-5.633276134
